Symbol,Leg Symbol,Product,Futures Root,Expire Date,Leg Ratio,Leg Side,Description,Complex,Tick Size,Contract Size,Test Symbol
0003Dv,00033I,IBIG/K9,IBIG,5/1/2019,1,S,IBIG Monthly May 2019,FALSE,penny,1000,FALSE
0003Dw,,IBIG/M9:1:S - IBIG/N9:1:B,IBIG,6/3/2019,,,IBIG COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Dw,0003Dt,IBIG/N9,IBIG,7/1/2019,1,B,IBIG Monthly Jul 2019,FALSE,penny,1000,FALSE
0003Dw,00038V,IBIG/M9,IBIG,6/3/2019,1,S,IBIG Monthly Jun 2019,FALSE,penny,1000,FALSE
0003Dz,,IBIGT/K9:1:S - IBIGT/N9:1:B,IBIGT,5/1/2019,,,IBIGT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Dz,0003Dx,IBIGT/N9,IBIGT,7/1/2019,1,B,IBIGT Monthly Jul 2019,FALSE,tas_h_peny,1000,FALSE
0003Dz,00033M,IBIGT/K9,IBIGT,5/1/2019,1,S,IBIGT Monthly May 2019,FALSE,tas_h_peny,1000,FALSE
3.00E+00,,IBIGT/M9:1:S - IBIGT/N9:1:B,IBIGT,6/3/2019,,,IBIGT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
3.00E+00,0003Dx,IBIGT/N9,IBIGT,7/1/2019,1,B,IBIGT Monthly Jul 2019,FALSE,tas_h_peny,1000,FALSE
3.00E+00,00038Z,IBIGT/M9,IBIGT,6/3/2019,1,S,IBIGT Monthly Jun 2019,FALSE,tas_h_peny,1000,FALSE
0003EU,,ZVX18/K9:1:S - ZVX/Q9:1:B,ZVX,5/1/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003EU,0003ET,ZVX18/K9,ZVX,5/1/2019,1,S,"ZVX Weekly May 1, 2019",FALSE,nickel,1000,TRUE
0003EU,0002st,ZVX/Q9,ZVX,8/21/2019,1,B,ZVX Monthly Aug 2019,FALSE,nickel,1000,TRUE
0003EV,,ZVX18/K9:1:S - ZVX/X9:1:B,ZVX,5/1/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003EV,0003ET,ZVX18/K9,ZVX,5/1/2019,1,S,"ZVX Weekly May 1, 2019",FALSE,nickel,1000,TRUE
0003EV,395,ZVX/X9,ZVX,11/20/2019,1,B,ZVX Monthly Nov 2019,FALSE,nickel,1000,TRUE
0003EW,,ZVX18/K9:1:S - ZVX/M9:1:B,ZVX,5/1/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003EW,0003ET,ZVX18/K9,ZVX,5/1/2019,1,S,"ZVX Weekly May 1, 2019",FALSE,nickel,1000,TRUE
0003EW,0002ho,ZVX/M9,ZVX,6/19/2019,1,B,ZVX Monthly Jun 2019,FALSE,nickel,1000,TRUE
0003EY,,ZVX18/K9:1:S - ZVX/V9:1:B,ZVX,5/1/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003EY,0003ET,ZVX18/K9,ZVX,5/1/2019,1,S,"ZVX Weekly May 1, 2019",FALSE,nickel,1000,TRUE
0003EY,00034K,ZVX/V9,ZVX,10/16/2019,1,B,ZVX Monthly Oct 2019,FALSE,nickel,1000,TRUE
0003EZ,,ZVX18/K9:1:S - ZVX/U9:1:B,ZVX,5/1/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003EZ,0003ET,ZVX18/K9,ZVX,5/1/2019,1,S,"ZVX Weekly May 1, 2019",FALSE,nickel,1000,TRUE
0003EZ,0002y2,ZVX/U9,ZVX,9/18/2019,1,B,ZVX Monthly Sep 2019,FALSE,nickel,1000,TRUE
0003Eb,,ZVX18/K9:1:S - ZVX/K9:1:B,ZVX,5/1/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Eb,0003ET,ZVX18/K9,ZVX,5/1/2019,1,S,"ZVX Weekly May 1, 2019",FALSE,nickel,1000,TRUE
0003Eb,0002ct,ZVX/K9,ZVX,5/22/2019,1,B,ZVX Monthly May 2019,FALSE,nickel,1000,TRUE
0003Ec,,ZVX18/K9:1:S - ZVX/N9:1:B,ZVX,5/1/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Ec,0003ET,ZVX18/K9,ZVX,5/1/2019,1,S,"ZVX Weekly May 1, 2019",FALSE,nickel,1000,TRUE
0003Ec,0002mr,ZVX/N9,ZVX,7/17/2019,1,B,ZVX Monthly Jul 2019,FALSE,nickel,1000,TRUE
0003Ei,,ZVXT18/K9:1:S - ZVXT/M9:1:B,ZVXT,5/1/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Ei,0003Eh,ZVXT18/K9,ZVXT,5/1/2019,1,S,"ZVXT Weekly May 1, 2019",FALSE,tas_penny,1000,TRUE
0003Ei,0002i2,ZVXT/M9,ZVXT,6/19/2019,1,B,ZVXT Monthly Jun 2019,FALSE,tas_penny,1000,TRUE
0003Em,,ZVXT18/K9:1:S - ZVXT/K9:1:B,ZVXT,5/1/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Em,0003Eh,ZVXT18/K9,ZVXT,5/1/2019,1,S,"ZVXT Weekly May 1, 2019",FALSE,tas_penny,1000,TRUE
0003Em,0002d7,ZVXT/K9,ZVXT,5/22/2019,1,B,ZVXT Monthly May 2019,FALSE,tas_penny,1000,TRUE
0003En,,ZVXT18/K9:1:S - ZVXT/U9:1:B,ZVXT,5/1/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003En,0003Eh,ZVXT18/K9,ZVXT,5/1/2019,1,S,"ZVXT Weekly May 1, 2019",FALSE,tas_penny,1000,TRUE
0003En,0002yG,ZVXT/U9,ZVXT,9/18/2019,1,B,ZVXT Monthly Sep 2019,FALSE,tas_penny,1000,TRUE
0003Ep,,ZVXT18/K9:1:S - ZVXT/V9:1:B,ZVXT,5/1/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Ep,0003Eh,ZVXT18/K9,ZVXT,5/1/2019,1,S,"ZVXT Weekly May 1, 2019",FALSE,tas_penny,1000,TRUE
0003Ep,00034Y,ZVXT/V9,ZVXT,10/16/2019,1,B,ZVXT Monthly Oct 2019,FALSE,tas_penny,1000,TRUE
0003Eq,,ZVXT18/K9:1:S - ZVXT/X9:1:B,ZVXT,5/1/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Eq,0003Eh,ZVXT18/K9,ZVXT,5/1/2019,1,S,"ZVXT Weekly May 1, 2019",FALSE,tas_penny,1000,TRUE
0003Eq,00039J,ZVXT/X9,ZVXT,11/20/2019,1,B,ZVXT Monthly Nov 2019,FALSE,tas_penny,1000,TRUE
0003Er,,ZVXT18/K9:1:S - ZVXT/N9:1:B,ZVXT,5/1/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Er,0003Eh,ZVXT18/K9,ZVXT,5/1/2019,1,S,"ZVXT Weekly May 1, 2019",FALSE,tas_penny,1000,TRUE
0003Er,0002n5,ZVXT/N9,ZVXT,7/17/2019,1,B,ZVXT Monthly Jul 2019,FALSE,tas_penny,1000,TRUE
0003Es,,ZVXT18/K9:1:S - ZVXT/Q9:1:B,ZVXT,5/1/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Es,0003Eh,ZVXT18/K9,ZVXT,5/1/2019,1,S,"ZVXT Weekly May 1, 2019",FALSE,tas_penny,1000,TRUE
0003Es,0002t7,ZVXT/Q9,ZVXT,8/21/2019,1,B,ZVXT Monthly Aug 2019,FALSE,tas_penny,1000,TRUE
0003Ew,,ZVX18/K9:1:S - ZVX/Z9:1:B,ZVX,5/1/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Ew,0003Ev,ZVX/Z9,ZVX,12/18/2019,1,B,ZVX Monthly Dec 2019,FALSE,nickel,1000,TRUE
0003Ew,0003ET,ZVX18/K9,ZVX,5/1/2019,1,S,"ZVX Weekly May 1, 2019",FALSE,nickel,1000,TRUE
0003Ex,,ZVX/N9:1:S - ZVX/Z9:1:B,ZVX,7/17/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Ex,0003Ev,ZVX/Z9,ZVX,12/18/2019,1,B,ZVX Monthly Dec 2019,FALSE,nickel,1000,TRUE
0003Ex,0002mr,ZVX/N9,ZVX,7/17/2019,1,S,ZVX Monthly Jul 2019,FALSE,nickel,1000,TRUE
0003Ez,,ZVX/V9:1:S - ZVX/Z9:1:B,ZVX,10/16/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Ez,0003Ev,ZVX/Z9,ZVX,12/18/2019,1,B,ZVX Monthly Dec 2019,FALSE,nickel,1000,TRUE
0003Ez,00034K,ZVX/V9,ZVX,10/16/2019,1,S,ZVX Monthly Oct 2019,FALSE,nickel,1000,TRUE
0003F0,,ZVX/U9:1:S - ZVX/Z9:1:B,ZVX,9/18/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003F0,0003Ev,ZVX/Z9,ZVX,12/18/2019,1,B,ZVX Monthly Dec 2019,FALSE,nickel,1000,TRUE
0003F0,0002y2,ZVX/U9,ZVX,9/18/2019,1,S,ZVX Monthly Sep 2019,FALSE,nickel,1000,TRUE
0003F1,,ZVX/X9:1:S - ZVX/Z9:1:B,ZVX,11/20/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003F1,0003Ev,ZVX/Z9,ZVX,12/18/2019,1,B,ZVX Monthly Dec 2019,FALSE,nickel,1000,TRUE
0003F1,395,ZVX/X9,ZVX,11/20/2019,1,S,ZVX Monthly Nov 2019,FALSE,nickel,1000,TRUE
0003F2,,ZVX/K9:1:S - ZVX/Z9:1:B,ZVX,5/22/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003F2,0003Ev,ZVX/Z9,ZVX,12/18/2019,1,B,ZVX Monthly Dec 2019,FALSE,nickel,1000,TRUE
0003F2,0002ct,ZVX/K9,ZVX,5/22/2019,1,S,ZVX Monthly May 2019,FALSE,nickel,1000,TRUE
0003F3,,ZVX/M9:1:S - ZVX/Z9:1:B,ZVX,6/19/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003F3,0003Ev,ZVX/Z9,ZVX,12/18/2019,1,B,ZVX Monthly Dec 2019,FALSE,nickel,1000,TRUE
0003F3,0002ho,ZVX/M9,ZVX,6/19/2019,1,S,ZVX Monthly Jun 2019,FALSE,nickel,1000,TRUE
0003F7,,ZVX/Q9:1:S - ZVX/Z9:1:B,ZVX,8/21/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003F7,0003Ev,ZVX/Z9,ZVX,12/18/2019,1,B,ZVX Monthly Dec 2019,FALSE,nickel,1000,TRUE
0003F7,0002st,ZVX/Q9,ZVX,8/21/2019,1,S,ZVX Monthly Aug 2019,FALSE,nickel,1000,TRUE
0003FA,,ZVXT/U9:1:S - ZVXT/Z9:1:B,ZVXT,9/18/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FA,0003F9,ZVXT/Z9,ZVXT,12/18/2019,1,B,ZVXT Monthly Dec 2019,FALSE,tas_penny,1000,TRUE
0003FA,0002yG,ZVXT/U9,ZVXT,9/18/2019,1,S,ZVXT Monthly Sep 2019,FALSE,tas_penny,1000,TRUE
0003FB,,ZVXT/X9:1:S - ZVXT/Z9:1:B,ZVXT,11/20/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FB,0003F9,ZVXT/Z9,ZVXT,12/18/2019,1,B,ZVXT Monthly Dec 2019,FALSE,tas_penny,1000,TRUE
0003FB,00039J,ZVXT/X9,ZVXT,11/20/2019,1,S,ZVXT Monthly Nov 2019,FALSE,tas_penny,1000,TRUE
0003FC,,ZVXT/M9:1:S - ZVXT/Z9:1:B,ZVXT,6/19/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FC,0003F9,ZVXT/Z9,ZVXT,12/18/2019,1,B,ZVXT Monthly Dec 2019,FALSE,tas_penny,1000,TRUE
0003FC,0002i2,ZVXT/M9,ZVXT,6/19/2019,1,S,ZVXT Monthly Jun 2019,FALSE,tas_penny,1000,TRUE
0003FE,,ZVXT/Q9:1:S - ZVXT/Z9:1:B,ZVXT,8/21/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FE,0003F9,ZVXT/Z9,ZVXT,12/18/2019,1,B,ZVXT Monthly Dec 2019,FALSE,tas_penny,1000,TRUE
0003FE,0002t7,ZVXT/Q9,ZVXT,8/21/2019,1,S,ZVXT Monthly Aug 2019,FALSE,tas_penny,1000,TRUE
0003FF,,ZVXT18/K9:1:S - ZVXT/Z9:1:B,ZVXT,5/1/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FF,0003F9,ZVXT/Z9,ZVXT,12/18/2019,1,B,ZVXT Monthly Dec 2019,FALSE,tas_penny,1000,TRUE
0003FF,0003Eh,ZVXT18/K9,ZVXT,5/1/2019,1,S,"ZVXT Weekly May 1, 2019",FALSE,tas_penny,1000,TRUE
0003FH,,ZVXT/V9:1:S - ZVXT/Z9:1:B,ZVXT,10/16/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FH,0003F9,ZVXT/Z9,ZVXT,12/18/2019,1,B,ZVXT Monthly Dec 2019,FALSE,tas_penny,1000,TRUE
0003FH,00034Y,ZVXT/V9,ZVXT,10/16/2019,1,S,ZVXT Monthly Oct 2019,FALSE,tas_penny,1000,TRUE
0003FK,,ZVXT/N9:1:S - ZVXT/Z9:1:B,ZVXT,7/17/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FK,0003F9,ZVXT/Z9,ZVXT,12/18/2019,1,B,ZVXT Monthly Dec 2019,FALSE,tas_penny,1000,TRUE
0003FK,0002n5,ZVXT/N9,ZVXT,7/17/2019,1,S,ZVXT Monthly Jul 2019,FALSE,tas_penny,1000,TRUE
0003FL,,ZVXT/K9:1:S - ZVXT/Z9:1:B,ZVXT,5/22/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FL,0003F9,ZVXT/Z9,ZVXT,12/18/2019,1,B,ZVXT Monthly Dec 2019,FALSE,tas_penny,1000,TRUE
0003FL,0002d7,ZVXT/K9,ZVXT,5/22/2019,1,S,ZVXT Monthly May 2019,FALSE,tas_penny,1000,TRUE
0003FP,,ZVX19/K9:1:S - ZVX/Q9:1:B,ZVX,5/8/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FP,0003FN,ZVX19/K9,ZVX,5/8/2019,1,S,"ZVX Weekly May 8, 2019",FALSE,nickel,1000,TRUE
0003FP,0002st,ZVX/Q9,ZVX,8/21/2019,1,B,ZVX Monthly Aug 2019,FALSE,nickel,1000,TRUE
0003FQ,,ZVX18/K9:1:S - ZVX19/K9:1:B,ZVX,5/1/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FQ,0003FN,ZVX19/K9,ZVX,5/8/2019,1,B,"ZVX Weekly May 8, 2019",FALSE,nickel,1000,TRUE
0003FQ,0003ET,ZVX18/K9,ZVX,5/1/2019,1,S,"ZVX Weekly May 1, 2019",FALSE,nickel,1000,TRUE
0003FU,,ZVX19/K9:1:S - ZVX/V9:1:B,ZVX,5/8/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FU,0003FN,ZVX19/K9,ZVX,5/8/2019,1,S,"ZVX Weekly May 8, 2019",FALSE,nickel,1000,TRUE
0003FU,00034K,ZVX/V9,ZVX,10/16/2019,1,B,ZVX Monthly Oct 2019,FALSE,nickel,1000,TRUE
0003FV,,ZVX19/K9:1:S - ZVX/N9:1:B,ZVX,5/8/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FV,0003FN,ZVX19/K9,ZVX,5/8/2019,1,S,"ZVX Weekly May 8, 2019",FALSE,nickel,1000,TRUE
0003FV,0002mr,ZVX/N9,ZVX,7/17/2019,1,B,ZVX Monthly Jul 2019,FALSE,nickel,1000,TRUE
0003FW,,ZVX19/K9:1:S - ZVX/Z9:1:B,ZVX,5/8/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FW,0003FN,ZVX19/K9,ZVX,5/8/2019,1,S,"ZVX Weekly May 8, 2019",FALSE,nickel,1000,TRUE
0003FW,0003Ev,ZVX/Z9,ZVX,12/18/2019,1,B,ZVX Monthly Dec 2019,FALSE,nickel,1000,TRUE
0003FX,,ZVX19/K9:1:S - ZVX/U9:1:B,ZVX,5/8/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FX,0003FN,ZVX19/K9,ZVX,5/8/2019,1,S,"ZVX Weekly May 8, 2019",FALSE,nickel,1000,TRUE
0003FX,0002y2,ZVX/U9,ZVX,9/18/2019,1,B,ZVX Monthly Sep 2019,FALSE,nickel,1000,TRUE
0003FY,,ZVX19/K9:1:S - ZVX/M9:1:B,ZVX,5/8/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FY,0003FN,ZVX19/K9,ZVX,5/8/2019,1,S,"ZVX Weekly May 8, 2019",FALSE,nickel,1000,TRUE
0003FY,0002ho,ZVX/M9,ZVX,6/19/2019,1,B,ZVX Monthly Jun 2019,FALSE,nickel,1000,TRUE
0003FZ,,ZVX19/K9:1:S - ZVX/K9:1:B,ZVX,5/8/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003FZ,0003FN,ZVX19/K9,ZVX,5/8/2019,1,S,"ZVX Weekly May 8, 2019",FALSE,nickel,1000,TRUE
0003FZ,0002ct,ZVX/K9,ZVX,5/22/2019,1,B,ZVX Monthly May 2019,FALSE,nickel,1000,TRUE
0003Fa,,ZVX19/K9:1:S - ZVX/X9:1:B,ZVX,5/8/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fa,0003FN,ZVX19/K9,ZVX,5/8/2019,1,S,"ZVX Weekly May 8, 2019",FALSE,nickel,1000,TRUE
0003Fa,395,ZVX/X9,ZVX,11/20/2019,1,B,ZVX Monthly Nov 2019,FALSE,nickel,1000,TRUE
0003Fc,,ZVXT19/K9:1:S - ZVXT/N9:1:B,ZVXT,5/8/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fc,0003Fb,ZVXT19/K9,ZVXT,5/8/2019,1,S,"ZVXT Weekly May 8, 2019",FALSE,tas_penny,1000,TRUE
0003Fc,0002n5,ZVXT/N9,ZVXT,7/17/2019,1,B,ZVXT Monthly Jul 2019,FALSE,tas_penny,1000,TRUE
0003Fe,,ZVXT19/K9:1:S - ZVXT/U9:1:B,ZVXT,5/8/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fe,0003Fb,ZVXT19/K9,ZVXT,5/8/2019,1,S,"ZVXT Weekly May 8, 2019",FALSE,tas_penny,1000,TRUE
0003Fe,0002yG,ZVXT/U9,ZVXT,9/18/2019,1,B,ZVXT Monthly Sep 2019,FALSE,tas_penny,1000,TRUE
0003Fg,,ZVXT19/K9:1:S - ZVXT/X9:1:B,ZVXT,5/8/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fg,0003Fb,ZVXT19/K9,ZVXT,5/8/2019,1,S,"ZVXT Weekly May 8, 2019",FALSE,tas_penny,1000,TRUE
0003Fg,00039J,ZVXT/X9,ZVXT,11/20/2019,1,B,ZVXT Monthly Nov 2019,FALSE,tas_penny,1000,TRUE
0003Fi,,ZVXT19/K9:1:S - ZVXT/K9:1:B,ZVXT,5/8/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fi,0003Fb,ZVXT19/K9,ZVXT,5/8/2019,1,S,"ZVXT Weekly May 8, 2019",FALSE,tas_penny,1000,TRUE
0003Fi,0002d7,ZVXT/K9,ZVXT,5/22/2019,1,B,ZVXT Monthly May 2019,FALSE,tas_penny,1000,TRUE
0003Fj,,ZVXT19/K9:1:S - ZVXT/V9:1:B,ZVXT,5/8/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fj,0003Fb,ZVXT19/K9,ZVXT,5/8/2019,1,S,"ZVXT Weekly May 8, 2019",FALSE,tas_penny,1000,TRUE
0003Fj,00034Y,ZVXT/V9,ZVXT,10/16/2019,1,B,ZVXT Monthly Oct 2019,FALSE,tas_penny,1000,TRUE
0003Fl,,ZVXT19/K9:1:S - ZVXT/Z9:1:B,ZVXT,5/8/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fl,0003Fb,ZVXT19/K9,ZVXT,5/8/2019,1,S,"ZVXT Weekly May 8, 2019",FALSE,tas_penny,1000,TRUE
0003Fl,0003F9,ZVXT/Z9,ZVXT,12/18/2019,1,B,ZVXT Monthly Dec 2019,FALSE,tas_penny,1000,TRUE
0003Fm,,ZVXT19/K9:1:S - ZVXT/M9:1:B,ZVXT,5/8/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fm,0003Fb,ZVXT19/K9,ZVXT,5/8/2019,1,S,"ZVXT Weekly May 8, 2019",FALSE,tas_penny,1000,TRUE
0003Fm,0002i2,ZVXT/M9,ZVXT,6/19/2019,1,B,ZVXT Monthly Jun 2019,FALSE,tas_penny,1000,TRUE
0003Fn,,ZVXT18/K9:1:S - ZVXT19/K9:1:B,ZVXT,5/1/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fn,0003Fb,ZVXT19/K9,ZVXT,5/8/2019,1,B,"ZVXT Weekly May 8, 2019",FALSE,tas_penny,1000,TRUE
0003Fn,0003Eh,ZVXT18/K9,ZVXT,5/1/2019,1,S,"ZVXT Weekly May 1, 2019",FALSE,tas_penny,1000,TRUE
0003Fo,,ZVXT19/K9:1:S - ZVXT/Q9:1:B,ZVXT,5/8/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fo,0003Fb,ZVXT19/K9,ZVXT,5/8/2019,1,S,"ZVXT Weekly May 8, 2019",FALSE,tas_penny,1000,TRUE
0003Fo,0002t7,ZVXT/Q9,ZVXT,8/21/2019,1,B,ZVXT Monthly Aug 2019,FALSE,tas_penny,1000,TRUE
0003Fu,,ZIBHY/K9:1:S - ZIBHY/N9:1:B,ZIBHY,5/1/2019,,,ZIBHY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fu,0003Ft,ZIBHY/N9,ZIBHY,7/1/2019,1,B,ZIBHY Monthly Jul 2019,FALSE,penny,1000,TRUE
0003Fu,361,ZIBHY/K9,ZIBHY,5/1/2019,1,S,ZIBHY Monthly May 2019,FALSE,penny,1000,TRUE
0003Fv,,ZIBHY/M9:1:S - ZIBHY/N9:1:B,ZIBHY,6/3/2019,,,ZIBHY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fv,0003Ft,ZIBHY/N9,ZIBHY,7/1/2019,1,B,ZIBHY Monthly Jul 2019,FALSE,penny,1000,TRUE
0003Fv,0003AZ,ZIBHY/M9,ZIBHY,6/3/2019,1,S,ZIBHY Monthly Jun 2019,FALSE,penny,1000,TRUE
0003Fy,,ZIBHYT/K9:1:S - ZIBHYT/N9:1:B,ZIBHYT,5/1/2019,,,ZIBHYT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fy,0003Fx,ZIBHYT/N9,ZIBHYT,7/1/2019,1,B,ZIBHYT Monthly Jul 2019,FALSE,tas_h_peny,1000,TRUE
0003Fy,365,ZIBHYT/K9,ZIBHYT,5/1/2019,1,S,ZIBHYT Monthly May 2019,FALSE,tas_h_peny,1000,TRUE
0003Fz,,ZIBHYT/M9:1:S - ZIBHYT/N9:1:B,ZIBHYT,6/3/2019,,,ZIBHYT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Fz,0003Fx,ZIBHYT/N9,ZIBHYT,7/1/2019,1,B,ZIBHYT Monthly Jul 2019,FALSE,tas_h_peny,1000,TRUE
0003Fz,0003Ad,ZIBHYT/M9,ZIBHYT,6/3/2019,1,S,ZIBHYT Monthly Jun 2019,FALSE,tas_h_peny,1000,TRUE
0003G2,,ZIBIG/K9:1:S - ZIBIG/N9:1:B,ZIBIG,5/1/2019,,,ZIBIG COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003G2,0003G1,ZIBIG/N9,ZIBIG,7/1/2019,1,B,ZIBIG Monthly Jul 2019,FALSE,penny,1000,TRUE
0003G2,369,ZIBIG/K9,ZIBIG,5/1/2019,1,S,ZIBIG Monthly May 2019,FALSE,penny,1000,TRUE
0003G4,,ZIBIG/M9:1:S - ZIBIG/N9:1:B,ZIBIG,6/3/2019,,,ZIBIG COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003G4,0003G1,ZIBIG/N9,ZIBIG,7/1/2019,1,B,ZIBIG Monthly Jul 2019,FALSE,penny,1000,TRUE
0003G4,0003Ah,ZIBIG/M9,ZIBIG,6/3/2019,1,S,ZIBIG Monthly Jun 2019,FALSE,penny,1000,TRUE
0003G7,,ZIBIGT/M9:1:S - ZIBIGT/N9:1:B,ZIBIGT,6/3/2019,,,ZIBIGT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003G7,0003G5,ZIBIGT/N9,ZIBIGT,7/1/2019,1,B,ZIBIGT Monthly Jul 2019,FALSE,tas_h_peny,1000,TRUE
0003G7,0003Al,ZIBIGT/M9,ZIBIGT,6/3/2019,1,S,ZIBIGT Monthly Jun 2019,FALSE,tas_h_peny,1000,TRUE
0003G8,,ZIBIGT/K9:1:S - ZIBIGT/N9:1:B,ZIBIGT,5/1/2019,,,ZIBIGT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003G8,0003G5,ZIBIGT/N9,ZIBIGT,7/1/2019,1,B,ZIBIGT Monthly Jul 2019,FALSE,tas_h_peny,1000,TRUE
0003G8,00036D,ZIBIGT/K9,ZIBIGT,5/1/2019,1,S,ZIBIGT Monthly May 2019,FALSE,tas_h_peny,1000,TRUE
0003GB,,ZVXTY/M9:1:S - ZVXTY/N9:1:B,ZVXTY,6/26/2019,,,ZVXTY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003GB,0003G9,ZVXTY/N9,ZVXTY,7/24/2019,1,B,ZVXTY Monthly Jul 2019,FALSE,penny,1000,TRUE
0003GB,0003AR,ZVXTY/M9,ZVXTY,6/26/2019,1,S,ZVXTY Monthly Jun 2019,FALSE,penny,1000,TRUE
0003GC,,ZVXTY/K9:1:S - ZVXTY/N9:1:B,ZVXTY,5/22/2019,,,ZVXTY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
