Cboe data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action. Your use of Cboe data is subject to the Terms and Conditions for use of Cboe Websites.,,,
Date,Close,,
11/5/2018,159.13,,
11/6/2018,159.42,,
11/7/2018,162.75,,
11/8/2018,161.74,,
11/9/2018,160.33,,
11/12/2018,158.73,,
11/13/2018,159.06,,
11/14/2018,158.59,,
11/15/2018,159.83,,
11/16/2018,160.15,,
11/19/2018, 157.54
11/20/2018, 154.90
11/21/2018, 156.51
11/23/2018, 156.39
11/26/2018, 158.62
11/27/2018, 158.51
11/28/2018, 160.81
11/29/2018, 160.40
11/30/2018, 161.05
12/03/2018, 162.52
12/04/2018, 158.08
12/06/2018, 157.60
12/07/2018, 153.39
12/10/2018, 153.81
12/11/2018, 154.69
12/12/2018, 156.46
12/13/2018, 156.47
12/14/2018, 154.01
12/17/2018, 151.68
12/18/2018, 151.06
12/19/2018, 149.01
12/20/2018, 146.93
12/21/2018, 143.72
12/24/2018, 140.60
12/26/2018, 146.88
12/27/2018, 147.30
12/28/2018, 147.38
12/31/2018, 147.76
01/02/2019, 147.38
01/03/2019, 145.62
01/04/2019, 151.19
01/07/2019, 153.00
01/08/2019, 154.23
01/09/2019, 155.09
01/10/2019, 155.94
01/11/2019, 155.95
01/14/2019, 155.37
01/15/2019, 156.70
01/16/2019, 157.28
01/17/2019, 158.81
01/18/2019, 160.69
01/22/2019, 158.99
01/23/2019, 159.32
01/24/2019, 159.28
01/25/2019, 159.93
01/28/2019, 159.55
01/29/2019, 159.61
01/30/2019, 159.94
01/31/2019, 160.37
02/01/2019, 161.13
02/04/2019, 162.39
02/05/2019, 163.60
02/06/2019, 163.47
02/07/2019, 161.86
02/08/2019, 161.79
02/11/2019, 161.50
02/12/2019, 163.12
02/13/2019, 163.38
02/14/2019, 163.48
02/15/2019, 165.21
02/19/2019, 165.18
02/20/2019, 165.94
02/21/2019, 165.47
02/22/2019, 166.96
02/25/2019, 166.80
02/26/2019, 166.38
02/27/2019, 166.33
02/28/2019, 165.48
03/01/2019, 164.81
03/04/2019, 163.43
03/05/2019, 164.30
03/06/2019, 163.04
03/07/2019, 161.28
03/08/2019, 159.98
03/11/2019, 161.84
03/12/2019, 162.00
03/13/2019, 163.10
03/14/2019, 162.62
03/15/2019, 164.68
03/18/2019, 165.75
03/19/2019, 165.71
03/20/2019, 164.77
03/21/2019, 166.27
03/22/2019, 162.48
03/25/2019, 162.03
03/26/2019, 164.01
03/27/2019, 163.10
03/28/2019, 163.10
03/29/2019, 165.49
04/01/2019, 165.49
04/02/2019, 167.70
04/03/2019, 167.95
04/04/2019, 168.18
04/05/2019, 169.32
04/08/2019, 169.59
04/09/2019, 168.87
04/10/2019, 168.71
04/11/2019, 168.26
04/12/2019, 170.55
04/15/2019, 170.74
04/16/2019, 170.90
04/17/2019, 170.08
04/18/2019, 169.77
04/22/2019, 169.67
04/23/2019, 170.77
04/24/2019, 169.93
04/25/2019, 169.11
04/26/2019, 170.62
04/29/2019, 171.04
04/30/2019, 171.82
